"","Symbol","Name","LastSale","Sector","industry","Price/Book","P/E Ratio","Price/EPS Estimate Next Year","Dividend Yield","Market Capitalization","Shares Outstanding","Book Value","Earnings End Time","Earnings Start Time"
"3272","KONA","Kona Grill, Inc.",0.97,"Consumer Services","Restaurants",4.511628,NA,-3.0312502,NA,12862491,13260300,0.215,1553544000,1553112000
"3273","KOPN","Kopin Corporation",1.48,"Technology","Semiconductors",1.8070818,NA,-4.4848485,NA,113385024,76611504,0.819,1494273600,1493928000
"3274","KRNT","Kornit Digital Ltd.",22.31,"Capital Goods","Industrial Machinery/Components",4.3531704,63.742855,24.788889,NA,780892352,35001900,5.125,1557489600,1557140340
"3275","KOSS","Koss Corporation",1.86,"Consumer Non-Durables","Consumer Electronics/Appliances",0.950455,NA,NA,0,13921080,7404830,1.978,1559563200,1559127540
"3276","KTOS","Kratos Defense & Security Solutions, Inc.",16.71,"Capital Goods","Military/Government/Technical",3.343337,NA,36.326084,NA,1733712512,103753000,4.998,1557748800,1557313140
"3277","KRYS","Krystal Biotech, Inc.",22.75,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",4.7764015,NA,-18.055555,NA,328257472,14428900,4.763,NA,NA
"3278","KLIC","Kulicke and Soffa Industries, Inc.",23.44,"Technology","Semiconductors",1.817477,12.227439,12.73913,0.015437393,1550338048,66140700,12.897,1557748800,1557313140
"3279","KURA","Kura Oncology, Inc.",15.3,"Health Care","Major Pharmaceuticals",3.3311563,NA,-8.453039,NA,581611136,38013800,4.593,1533931200,1533585600
"3280","KVHI","KVH Industries, Inc.",11.22,"Technology","Radio And Television Broadcasting And Communications Equipment",1.940505,NA,56.100002,NA,199013632,17737400,5.782,1541419200,1540983540
"3281","FSTR","L.B. Foster Company",17.62,"Basic Industries","Metal Fabrications",1.1777288,22.912874,-58.733334,0,186116544,10562800,14.961,1520283600,1519851600
"3282","LJPC","La Jolla Pharmaceutical Company",5.82,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",2.2333078,NA,-1.1710262,NA,152679552,26233600,2.606,1502481600,1502136000
"3283","LSBK","Lake Shore Bancorp, Inc.",15.95,"Finance","Savings Institutions",1.1715881,24.166666,NA,0.026332287,93496184,5861830,13.614,1556539200,1556189940
"3284","LBAI","Lakeland Bancorp, Inc.",16.64,"Finance","Major Banks",1.2668443,12.60606,11.718309,0.026598925,836752384,50285600,13.135,1556541000,1556022600
"3285","LKFN","Lakeland Financial Corporation",48.68,"Finance","Major Banks",2.34512,15.552715,13.868946,0.021523178,1223270016,25128800,20.758,1556539200,1556006400
"3286","LAKE","Lakeland Industries, Inc.",11.18,"Health Care","Industrial Specialties",1.0576105,NA,12.021505,NA,90775904,8119490,10.571,1482199200,1481680800
"3287","LRCX","Lam Research Corporation",176.75,"Technology","Industrial Machinery/Components",4.7045517,10.396447,11.934504,0.021579875,26970810368,152592992,37.57,1555963200,1555358400
"3288","LAMR","Lamar Advertising Company",78.8,"Consumer Services","Real Estate Investment Trusts",6.9335685,25.584417,20.25707,0.047054276,7847156224,85163104,11.365,1557145800,1556627400
"3289","LANC","Lancaster Colony Corporation",156.95,"Consumer Non-Durables","Packaged Foods",6.125356,29.441006,26.921097,0.01562799,4317380608,27508000,25.623,1556541000,1556109000
"3290","LNDC","Landec Corporation",12.97,"Consumer Non-Durables","Packaged Foods",1.4212141,16.564495,27.020834,NA,378337504,29170200,9.126,1554494400,1554148800
"3291","LARK","Landmark Bancorp Inc.",24.5,"Finance","Major Banks",1.1655566,10.251045,NA,0.03325021,107116944,4372120,21.02,1493668800,1493409600
"3292","LMRK","Landmark Infrastructure Partners LP",14.09,"Consumer Services","Real Estate",0.8739069,3.5509074,17.182928,0.10330289,357018048,25338400,16.123,1509971400,1509539400
"3293","LE","Lands&#39; End, Inc.",18.23,"Consumer Services","Clothing/Shoe/Accessory Stores",1.930326,16.69414,62.86207,NA,587217472,32211600,9.444,NA,NA
"3294","LSTR","Landstar System, Inc.",109.31,"Transportation","Trucking Freight/Courier Services",6.384557,17.687702,16.266369,0.005796835,4385178112,40116900,17.121,NA,NA
"3295","LNTH","Lantheus Holdings, Inc.",23.75,"Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances",12.865656,23.058252,18.269232,NA,915515008,38548000,1.846,1509739200,1509393600
"3296","LTRX","Lantronix, Inc.",2.39,"Technology","Computer Communications Equipment",1.4743985,37.93651,11.950001,NA,53089552,22213200,1.621,1493668800,1493409600
"3297","LSCC","Lattice Semiconductor Corporation",12.45,"Technology","Semiconductors",6.25,NA,21.842106,NA,1612586240,129525000,1.992,1556568000,1556136000
"3298","LAUR","Laureate Education, Inc.",15.3,"Consumer Services","Other Consumer Services",1.6652156,9,14.433963,NA,3333013248,103904000,9.188,1553284800,1552939200
"3299","LAWS","Lawson Products, Inc.",30.67,"Consumer Durables","Industrial Specialties",2.7698004,45.77612,23.960938,NA,273565344,8919640,11.073,1519651800,1519219800
"3300","LAZY","Lazydays Holdings, Inc.",5.94,"Consumer Durables","Automotive Aftermarket",0.6496774,NA,14.85,NA,50321364,8471610,9.143,NA,NA
"3301","LCNB","LCNB Corporation",17.19,"Finance","Major Banks",1.0436524,13.862904,9.657304,0.03823529,228546208,13295300,16.471,1548676800,1548327540
"3302","LPTX","LEAP THERAPEUTICS, INC.",1.51,"Health Care","Major Pharmaceuticals",3.3481152,NA,-0.81182796,NA,33613052,22260300,0.451,1542369600,1542020340
"3303","LEGH","Legacy Housing Corporation",14.02,"Basic Industries","Homebuilding",1.9608392,9.894142,11.039371,NA,336480000,2.4e+07,7.15,NA,NA
"3304","LGCY","Legacy Reserves Inc.",1.16,"Energy","Oil & Gas Production",-0.4365826,NA,1.9016392,0,128454920,110737000,-2.657,1541448000,1540929600
"3305","LTXB","LegacyTexas Financial Group, Inc.",41.74,"Finance","Savings Institutions",1.7962734,12.922601,11.959886,0.016774504,1965762048,47095400,23.237,1555963200,1555358400
"3306","LACQ","Leisure Acquisition Corp.",9.94,"Finance","Business Services",12.048193,NA,NA,NA,60258400,6025840,0.83,NA,NA
"3307","LMAT","LeMaitre Vascular, Inc.",30.63,"Health Care","Medical/Dental Instruments",4.608787,27.106194,32.585106,0.009358289,599799680,19582100,6.646,1509393600,1508875200
"3308","TREE","LendingTree, Inc.",322.6,"Finance","Finance: Consumer Services",11.936212,47.15685,32.22777,NA,4132441600,12809800,27.027,1551101400,1550669400
"3309","LEVL","Level One Bancorp, Inc.",23.68,"Finance","Major Banks",1.2093357,12.397906,11.117371,0.005194805,183525216,7750220,19.581,NA,NA
"3310","LXRX","Lexicon Pharmaceuticals, Inc.",6.81,"Health Care","Major Pharmaceuticals",-24.496403,NA,-18.916666,NA,721349248,105925000,-0.278,1551101400,1550669400
"3311","LX","LexinFintech Holdings Ltd.",12.15,"Finance","Finance: Consumer Services",4.8137875,13.092672,6.9827585,NA,2012756864,165659008,2.524,NA,NA
"3312","LFAC","LF Capital Acquistion Corp.",9.97,"Finance","Business Services",38.643414,NA,NA,NA,193479824,15525000,0.258,NA,NA
"3313","LGIH","LGI Homes, Inc.",58.43,"Capital Goods","Homebuilding",2.0227091,9.363783,7.3775253,NA,1326793344,22707400,28.887,NA,NA
"3314","LHCG","LHC Group",109.43,"Health Care","Medical/Nursing Services",2.549152,47.786026,24.480986,NA,3433256704,31374000,42.928,1557144000,1556621940
"3315","LLIT","Lianluo Smart Limited",1.37,"Health Care","Medical/Dental Instruments",2.7959182,NA,NA,NA,23718262,17312600,0.49,NA,NA
"3316","LBRDA","Liberty Broadband Corporation",89.75,"Consumer Services","Television Services",1.5357633,236.18422,38.029663,NA,16278585344,26313600,58.44,1557750600,1557232200
"3317","LEXEA","Liberty Expedia Holdings, Inc.",45.13,"Consumer Services","Other Consumer Services",1.0775255,NA,141.03125,NA,2588611840,54496200,41.883,NA,NA
"3318","LBTYA","Liberty Global plc",26.22,"Consumer Services","Television Services",4.156626,28.163265,145.66666,NA,19246159872,204407008,6.308,1557748800,1557226740
"3319","LILA","Liberty Latin America Ltd.",20.22,"Consumer Services","Television Services",1.1755813,NA,18.550457,NA,3636890368,48503800,17.2,NA,NA
"3320","BATRK","Liberty Media Corporation",28.28,"Consumer Services","Broadcasting",3.4563677,NA,-33.666668,NA,1438566912,39738600,8.182,NA,NA
"3321","LTRPA","Liberty TripAdvisor Holdings, Inc.",14.94,"Technology","EDP Services",3.3385475,NA,12.146341,NA,1124484480,72146896,4.475,NA,NA
"3322","LCUT","Lifetime Brands, Inc.",10.46,"Capital Goods","Industrial Machinery/Components",0.7984123,NA,5.178218,0.016252391,217171568,20762100,13.101,1502452800,1502103540
"3323","LFVN","Lifevantage Corporation",14.76,"Health Care","Major Pharmaceuticals",10.020367,33.243244,147.6,NA,210828896,14283800,1.473,1526328000,1525809600
"3324","LWAY","Lifeway Foods, Inc.",2.39,"Consumer Non-Durables","Packaged Foods",0.83800846,NA,59.750004,NA,37852104,15837700,2.852,1489780800,1489694400
"3325","LGND","Ligand Pharmaceuticals Incorporated",126.34,"Health Care","Major Pharmaceuticals",4.746055,21.197987,18.96997,NA,2685192448,21253700,26.62,1557489600,1557140340
"3326","LTBR","Lightbridge Corporation",0.6132,"Consumer Services","Professional Services",0.69840544,NA,-3.8325002,NA,19122152,31184200,0.878,1494273600,1493928000
"3327","LPTH","LightPath Technologies, Inc.",1.7001,"Technology","Semiconductors",1.2518301,NA,15.545455,NA,44137836,25811600,1.366,1494100800,1493928000
"3328","LLEX","Lilis Energy, Inc.",1.85,"Energy","Oil & Gas Production",-4.842932,NA,-7.4,NA,133135992,71965400,-0.382,1552338000,1551906000
"3329","LMB","Limbach Holdings, Inc.",5.38,"Basic Industries","Engineering & Construction",0.9983926,NA,9.316667,NA,42432460,7590780,5.599,NA,NA
"3330","LLNW","Limelight Networks, Inc.",2.93,"Miscellaneous","Business Services",2.0262794,36.625,13.318182,NA,334740800,114246000,1.446,1555963200,1555516800
"3331","LMST","Limestone Bancorp, Inc.",15.09,"Finance","Major Banks",1.2025821,12.288273,NA,NA,110757888,6119820,12.548,1548676800,1548327540
"3332","LMNR","Limoneira Co",23.51,"Consumer Non-Durables","Farming/Seeds/Milling",1.898264,18.883533,19.923729,0.010683761,417927872,17776600,12.385,NA,NA
"3333","LINC","Lincoln Educational Services Corporation",3.14,"Consumer Services","Other Consumer Services",2.2206507,NA,39.250004,NA,77375256,24641800,1.414,NA,NA
"3334","LECO","Lincoln Electric Holdings, Inc.",86.69,"Technology","Industrial Machinery/Components",6.2107754,19.83753,14.86964,0.018977089,5586789376,64445600,13.958,1556281800,1555936200
"3335","LIND","Lindblad Expeditions Holdings Inc. ",14.09,"Consumer Services","Transportation Services",5.5168366,58.708336,26.584908,NA,640287680,45442700,2.554,1502454600,1502109000
"3336","LPCN","Lipocine Inc.",1.78,"Health Care","Major Pharmaceuticals",3.23049,NA,-2.9180326,NA,38205920,21464000,0.551,1552651200,1552301940
"3337","YVR","Liquid Media Group Ltd.",2.56,"Consumer Non-Durables","Beverages (Production/Distribution)",-13.010204,NA,NA,NA,10192860,3997200,-0.196,1539952200,1539606600
"3338","LQDA","Liquidia Technologies, Inc.",20.01,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",16.619602,NA,-8.234568,NA,311427648,15563600,1.204,NA,NA
"3339","LQDT","Liquidity Services, Inc.",6.75,"Miscellaneous","Business Services",1.770724,NA,-29.347826,NA,224824272,33307300,3.812,1557145800,1556713800
"3340","LFUS","Littelfuse, Inc.",192.37,"Consumer Durables","Electrical Products",3.2240062,29.5046,18.30352,0.008286292,4752750592,24706300,59.668,1557145800,1556627400
"3341","LIVN","LivaNova PLC",96.02,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",3.0970197,NA,23.193237,NA,4674743296,48685100,31.004,1557145800,1556800200
"3342","LOB","Live Oak Bancshares, Inc.",16.26,"Finance","Major Banks",1.3229191,13.112904,19.129412,0.007402838,652933312,35512300,12.291,1556568000,1556049600
"3343","LIVE","Live Ventures Incorporated",7.9381,"Finance","Finance/Investors Services",0.36991426,5.22408,24.40625,NA,15170378,1942430,21.113,1503057600,1502708340
"3344","LPSN","LivePerson, Inc.",28.35,"Technology","Computer Software: Prepackaged Software",10.574412,NA,202.5,NA,1812602624,63936600,2.681,1557144000,1556708340
"3345","LIVX","LiveXLive Media, Inc.",5.99,"Consumer Services","Restaurants",21.091547,NA,-33.277775,NA,312044256,52094200,0.284,NA,NA
"3346","LKQ","LKQ Corporation",27.82,"Consumer Services","Motor Vehicles",1.8390957,18.350924,10.419476,NA,8852407296,318203008,15.127,1556541000,1556109000
"3347","LMFA","LM Funding America, Inc.",1.45,"Finance","Finance: Consumer Services",0.9777478,NA,NA,NA,3335000,2300000,1.483,1503086400,1502740800
"3348","LOGC","LogicBio Therapeutics, Inc.",9.61,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",-1.123451,NA,-5.6198826,NA,213112320,22176100,-8.554,NA,NA
"3349","LOGI","Logitech International S.A.",37.98,"Technology","Computer peripheral equipment",5.5607615,25.66216,18.801981,0.018711738,6302438912,165670000,6.83,NA,NA
"3350","LOGM","LogMein, Inc.",81.49,"Technology","Computer Software: Prepackaged Software",1.3886712,57.387325,16.265469,0.01510574,4142910720,50839500,58.682,1556539200,1556103540
"3351","LONE","Lonestar Resources US Inc.",4.73,"Energy","Oil & Gas Production",0.8012875,NA,-18.192308,NA,116533480,24637100,5.903,NA,NA
"3352","LOAC","Longevity Acquisition Corporation",9.97,"Finance","Business Services",3.5363247,NA,NA,NA,17679372,1780400,2.808,NA,NA
"3353","LOOP","Loop Industries, Inc.",9.7916,"Basic Industries","Major Chemicals",98.77551,NA,NA,NA,328691200,33955700,0.098,1547499600,1547154000
"3354","LORL","Loral Space and Communications, Inc.",40.85,"Technology","Radio And Television Broadcasting And Communications Equipment",3.9267519,13.847457,NA,NA,1263604864,21427100,10.403,1552910400,1552474740
"3355","LPLA","LPL Financial Holdings Inc.",76.7,"Finance","Investment Bankers/Brokers/Service",6.6992745,15.814433,10.213049,0.01326084,6525796352,85082096,11.449,1557144000,1556708340
"3356","LRAD","LRAD Corporation",2.85,"Consumer Non-Durables","Consumer Electronics/Appliances",2.8162055,NA,18.999998,0,92953032,32615100,1.012,1558123200,1557777600
"3357","LYTS","LSI Industries Inc.",3.19,"Consumer Durables","Building Products",0.6636155,NA,6.7872343,0.059523813,82585912,25889000,4.807,1493037000,1492777800
"3358","LULU","lululemon athletica inc.",151.38,"Consumer Non-Durables","Apparel",14.2515545,53.05994,34.404545,NA,19892846592,121633000,10.622,1553889900,1553529900
"3359","LITE","Lumentum Holdings Inc.",50.01,"Consumer Durables","Telecommunications Equipment",2.440107,33.20717,9.962152,NA,3805760768,76100000,20.495,1557145800,1556627400
"3360","LMNX","Luminex Corporation",25.47,"Health Care","Medical/Dental Instruments",2.3908758,61.9708,43.91379,0.0094191525,1137872256,44675000,10.653,1557489600,1557140340
"3361","LUNA","Luna Innovations Incorporated",3.37,"Health Care","Biotechnology: Commercial Physical & Biological Resarch",1.5546411,10.240965,85.00001,NA,94983760,27936400,2.187,1542402000,1542056400
"3362","LKCO","Luokung Technology Corp",8.26,"Technology","EDP Services",NA,NA,NA,NA,1606503168,199318000,NA,NA,NA
"3363","LBC","Luther Burbank Corporation",10.47,"Finance","Major Banks",1.015716,13.253164,11.633334,0.021988528,590289216,56379100,10.308,NA,NA
"3364","MBTF","M B T Financial Corp",11.31,"Finance","Major Banks",2.0207255,14.688313,12.707866,0.0298103,260418416,23025500,5.597,1548795600,1548709200
"3365","MCBC","Macatawa Bank Corporation",10.98,"Finance","Major Banks",1.9586157,14.167742,12.477272,0.022914758,373788832,34042700,5.606,1556539200,1556103540
"3366","MFNC","Mackinac Financial Corporation",15.93,"Finance","Major Banks",1.1229306,16.957447,11.225352,0.030437538,170760432,10712700,14.195,1557144000,1556708340
"3367","MTSI","MACOM Technology Solutions Holdings, Inc.",19.53,"Technology","Semiconductors",1.9425105,NA,18.600002,NA,1276974976,65385300,10.054,1556884800,1556535540
"3368","MGNX","MacroGenics, Inc.",20.47,"Health Care","Major Pharmaceuticals",3.5693111,NA,-5.330729,NA,994291328,48573100,5.735,1557489600,1557140340
"3369","MDGL","Madrigal Pharmaceuticals, Inc.",140.59,"Health Care","Major Pharmaceuticals",4.5417542,NA,-20.228777,NA,2164143872,15393300,30.955,NA,NA
"3370","MAGS","Magal Security Systems Ltd.",5.09,"Consumer Durables","Telecommunications Equipment",1.3964335,36.357143,NA,NA,117288872,23043000,3.645,1535976000,1535540340
"3371","MGLN","Magellan Health, Inc.",69.42,"Health Care","Hospital/Nursing Management",1.2988569,71.56701,13.375722,NA,1683789056,24255100,53.447,1556533800,1556087400
"3372","MGTA","Magenta Therapeutics, Inc.",15.02,"Health Care","Major Pharmaceuticals",3.1116636,NA,-6.79638,NA,497195072,33102200,4.827,NA,NA
"3373","MGIC","Magic Software Enterprises Ltd.",9.15,"Technology","Computer Software: Prepackaged Software",1.8539325,22,15.14754,0.031808034,451290816,48841000,4.984,NA,NA
"3374","MGYR","Magyar Bancorp, Inc.",11.68,"Finance","Savings Institutions",1.2990769,28.487806,NA,NA,67986360,5820750,8.991,1548676800,1548327540
"3375","MHLD","Maiden Holdings, Ltd.",1.26,"Finance","Property-Casualty Insurers",0.33980584,NA,-25.199999,0.40650406,104507808,82942704,3.708,1551474000,1551128400
"3376","MJCO","Majesco",7.48,"Technology","Computer Software: Prepackaged Software",5.293701,46.17284,32.52174,NA,274316288,36673300,1.413,1509393600,1508875200
"3377","MMYT","MakeMyTrip Limited",28.96,"Consumer Services","Transportation Services",2.1822016,NA,-38.105263,NA,2953398528,59343400,13.271,1559392200,1559046600
"3378","MBUU","Malibu Boats, Inc.",46.46,"Capital Goods","Marine Transportation",5.9701877,18.028715,11.673367,NA,1007308544,20836600,7.782,1557145800,1556627400
"3379","MLVF","Malvern Bancorp, Inc.",20.76,"Finance","Savings Institutions",1.1725502,15.679758,10.226602,NA,159092816,7663430,17.705,1556541000,1556022600
"3380","MAMS","MAM Software Group, Inc.",8.54,"Technology","Computer Software: Prepackaged Software",7.088503,25.280235,27.64516,NA,108022272,12604700,1.209,1506715200,1506369600
"3381","TUSK","Mammoth Energy Services, Inc.",23.48,"Energy","Oilfield Services/Equipment",1.5201346,4.517122,8.29682,0.005437147,1050863808,44755700,15.446,1551128400,1550610000
"3382","MANH","Manhattan Associates, Inc.",54.9,"Technology","Computer Software: Prepackaged Software",24.19568,34.746834,37.094597,NA,3569471744,65017700,2.269,1556280000,1555930740
"3383","LOAN","Manhattan Bridge Capital, Inc",6.41,"Consumer Services","Real Estate Investment Trusts",1.8829664,13.800425,11.403509,0.07241911,62813400,9663600,3.452,1553257800,1552912200
"3384","MNTX","Manitex International, Inc.",7.82,"Technology","Industrial Machinery/Components",1.5445387,NA,13.254238,NA,153445600,19622200,5.063,NA,NA
"3385","MTEX","Mannatech, Incorporated",19.29,"Consumer Durables","Specialty Chemicals",1.6480137,NA,NA,0.06431696,45934120,2381240,11.705,NA,NA
"3386","MNKD","MannKind Corporation",1.77,"Health Care","Major Pharmaceuticals",-1.8910257,NA,-4.4249997,NA,331597120,187343008,-0.936,1533904200,1533558600
"3387","MANT","ManTech International Corporation",54.98,"Consumer Services","Other Consumer Services",1.5601588,26.702282,22.25911,0.018399265,2186604032,26582900,35.24,1557144000,1556621940
"3388","MARA","Marathon Patent Group, Inc.",0.6449,"Miscellaneous","Multi-Sector Companies",2.58,NA,3.225,NA,16460335,25519900,0.25,NA,NA
"3389","MCHX","Marchex, Inc.",4.48,"Miscellaneous","Business Services",2.0216606,NA,448,0.11547344,185457664,36340600,2.216,1557174000,1556727600
"3390","MRIN","Marin Software Incorporated",4.08,"Technology","EDP Services",0.8232446,NA,-81.6,NA,23631360,5792000,4.956,1557748800,1557313140
